 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Continuous interest rate (after tax), Net Value Per Share (B), Net Value Per Share (A), Persistent EPS in the Last Four Seasons, Per Share Net profit before tax, Interest Expense Ratio, Debt ratio %, Net worth/Assets, Borrowing dependency, Net profit before tax/Paid-in capital, Retained Earnings to Total Assets, Net Income to Total Assets, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Equity to Liability
0.484522010432409,0.545355429568251,0.539429305637347,0.781622606204479,0.184105178879946,0.184105178879946,0.219532948851281,0.172554040822475,0.63061225188696,0.0387882818877165,0.961211718112283,0.36963718146295,0.171382248699193,0.936672125324015,0.803935836636191,0.84046792857794,0.275783765716855,0.0267911566924924,0.565158395757604,0.0980365191424141
0.429434992443816,0.301024858264283,0.437496653996467,0.781156078710094,0.128144620959926,0.128144620959926,0.204594875673631,0.16268735407095,0.63058862207367,0.209783233062249,0.790216766937751,0.382588915257346,0.161729884624086,0.502083994901331,0.633673643103844,0.814489203348468,0.290757261009345,0.0267822813248295,0.56511571769263,0.0162532709390855
0.356700628869497,0.39751417357174,0.398575940896194,0.78040253294675,0.155998482996924,0.155998482996924,0.187671362390092,0.148301574150787,0.630532800920535,0.101127671796112,0.898872328203888,0.374748089280961,0.147258879420858,0.904116027154443,0.713612517816624,0.834235117093136,0.278227630316284,0.0267671005403063,0.565041018966801,0.0375283464589446
0.407302686101497,0.467346271260358,0.453236254617485,0.780510041990281,0.162319329147529,0.162319329147529,0.200813084995745,0.15462830458688,0.630535883070095,0.0695649545001058,0.930435045499894,0.370711925973477,0.158065002639318,0.909076538558473,0.756295546292813,0.837630623921909,0.276824428494579,0.0267680006412906,0.565045509207569,0.0554005451513941
0.495880661044216,0.557293938072394,0.542266716633653,0.781594255255662,0.18836121528802,0.18836121528802,0.220289306986858,0.175868042479476,0.633047834961165,0.1403694410013,0.8596305589987,0.378068501821809,0.174858607948119,0.936561583380033,0.802715464095068,0.840636437167527,0.280758835968361,0.0280365812069615,0.567884287904922,0.0261597007102143
0.50275435089943,0.57048626253816,0.558220461480807,0.781716781880993,0.222072394757912,0.222072394757912,0.242223692918597,0.190253822399638,0.630783139956987,0.134171780995858,0.865828219004142,0.37504780991449,0.18927682678531,0.941286780878416,0.816760128288504,0.841804142052124,0.280279545487419,0.0268381405484514,0.565372888284474,0.027523367642635
0.495441914883245,0.551406454426515,0.546442529043311,0.781616430750281,0.179638447600185,0.179638447600185,0.223787463363903,0.176545906454771,0.632482089286448,0.172174018199958,0.827825981800042,0.379746042681113,0.175544830706583,0.934140261287457,0.802517589280462,0.840765470366968,0.283968419693112,0.0275011502148531,0.567183325336112,0.0206550500776167
0.427923755667138,0.525294374182294,0.510626907222014,0.781536851601871,0.168640175298133,0.168640175298133,0.212158457029403,0.161482262559313,0.628280092053534,0.089488163981014,0.910511836018986,0.37060008991619,0.163283311967423,0.924844107204272,0.792870854691347,0.839835433642259,0.277660573242141,0.0267002906761279,0.564684367808145,0.0427238027879205
0.490566957539122,0.562854339293502,0.549012259756946,0.781747097747054,0.185790737853441,0.185790737853441,0.225583813935899,0.177525043307976,0.630818070985329,0.080357952655924,0.919642047344076,0.371859363921241,0.176593017117864,0.939152355948913,0.814833882837324,0.841244787312494,0.277258197544542,0.0268661675341672,0.565492357964595,0.0477973268316861
0.548335202066982,0.609136502398604,0.588896621874833,0.78174120299532,0.198811680923686,0.198811680923686,0.248841826604897,0.20689914890412,0.630637594005562,0.0804486501194183,0.919551349880582,0.370477070253175,0.205693386622427,0.950588412058317,0.848101615952849,0.84336815463284,0.27726258568142,0.0267973773626486,0.565187883648048,0.0477334663490986
0.527324135913811,0.584278238116005,0.567910487713475,0.781656992256261,0.229067464497914,0.229067464497914,0.256216318426775,0.216163289899827,0.630614991575458,0.143936874565408,0.856063125434592,0.36963718146295,0.212465123293869,0.942142109257811,0.826248594353233,0.842771057300692,0.281053614565563,0.026791755289865,0.56516124837878,0.0254228824616902
0.399210256910252,0.4514282599215,0.435783500187376,0.781369272231144,0.167081033247651,0.167081033247651,0.183322303110523,0.148301574150787,0.630349926713333,0.14100432324576,0.85899567675424,0.376227680318867,0.147311665786894,0.918978472326178,0.741605617902835,0.835234937516955,0.280810286278057,0.0267047362180115,0.56470962469632,0.0260259916149182
0.480914541997758,0.543338421282163,0.536484822527973,0.781568992033945,0.167881673760061,0.167881673760061,0.214900255270871,0.171273631091361,0.633081053684196,0.151253136620612,0.848746863379388,0.378231782465448,0.170258653193575,0.929182323654454,0.799647689354211,0.840390503454017,0.281701951274073,0.0285679860379207,0.568318054081876,0.0240200190506334
0.492175693462682,0.555058874836459,0.540553562824562,0.781584430669439,0.177236526062956,0.177236526062956,0.230311052283256,0.186111320328387,0.631079711236832,0.200108836956193,0.799891163043807,0.379299816812538,0.185151949325089,0.936017407726261,0.809670414311272,0.841987338691611,0.288508933566925,0.0269130571473951,0.565679528508241,0.0172323678028742
0.456686003997465,0.514936764064544,0.503292467476846,0.780756919806955,0.160718048122709,0.160718048122709,0.212158457029403,0.168411538751224,0.63061225188696,0.000574417268797,0.999425582731203,0.36963718146295,0.167491139431415,0.911539060179679,0.786847173776318,0.839615456727672,0.274792446960321,0.0267911566924924,0.565158395757604,0.881017884275512
0.476527080388047,0.537287396423899,0.525617003051555,0.781576992054155,0.17348615734693,0.17348615734693,0.21991112791907,0.173683814114634,0.631711894357612,0.212473924479245,0.787526075520755,0.376832713388789,0.17270944875952,0.93399534418362,0.798217282329887,0.84040938478391,0.291469641785959,0.0270476798658609,0.566142633244428,0.0159977547235787
0.50831180227173,0.577954644570432,0.560522511911772,0.781683378287833,0.245417386540812,0.245417386540812,0.254609057388674,0.204413647661369,0.630888617964137,0.139371768902863,0.860628231097137,0.372361507818459,0.203446195611191,0.952563609174181,0.821017202926139,0.842234354714516,0.280678596711038,0.0268755807430176,0.565531166891955,0.0263728053562389
0.500853117535222,0.56132795464457,0.556882060067455,0.781733624028804,0.260376722430576,0.260376722430576,0.230311052283256,0.184454319499887,0.630732798180847,0.0401487438401306,0.959851256159869,0.369895522755283,0.181841490083704,0.936280245914411,0.810519468992702,0.840824608519684,0.27582477269462,0.0268293572286333,0.565334189254324,0.0948877369980472
0.530297859893726,0.604012211077192,0.589431982440173,0.781718466095774,0.193165058362479,0.193165058362479,0.24146733478302,0.191232959252843,0.630616703880769,0.0755207546028963,0.924479245397104,0.36963718146295,0.189887640449438,0.947696369480453,0.838511853804289,0.842695822125891,0.277058079376854,0.026792315853462,0.565163916825131,0.0509602247219879
0.570272510115536,0.620366332315744,0.614754537180791,0.782012221223857,0.202688466562724,0.202688466562724,0.250921811477735,0.204639602319801,0.630673894878152,0.0762463343108504,0.92375366568915,0.371671479344999,0.201990800090491,0.949621318310968,0.845241026128221,0.843125665241811,0.27708733585364,0.02680789433616,0.565236960023312,0.050464985037124
0.522595427290011,0.559965111208024,0.57112265110552,0.781654044880394,0.171589903501749,0.171589903501749,0.220951120355488,0.174813587406794,0.632220106573883,0.126129939232699,0.873870060767301,0.376443523909431,0.173131739687806,0.936067244492418,0.807220429277488,0.840950893061959,0.279707233342923,0.0277276896439598,0.567525859727027,0.0294924004747431
0.474528347876956,0.534398168338421,0.524117993468601,0.781570816599958,0.19619906451477,0.19619906451477,0.215278434338659,0.170972358213452,0.632869070286708,0.101429996674426,0.898570003325574,0.372264210448619,0.169957016816228,0.935101556442036,0.797114030322633,0.840122649785089,0.278243707641119,0.027759777459883,0.567568182074737,0.0374051557612279
0.49685565251304,0.552224160488443,0.543498045933936,0.781591307879795,0.172769794783195,0.172769794783195,0.217263874444549,0.17270467726143,0.633654675963343,0.152008948816398,0.847991051183602,0.378510254248093,0.171593394163336,0.933549868242975,0.800052159375873,0.840430767745097,0.281771872153434,0.0291863957114877,0.568654701897524,0.0238840507205083
0.584897382147906,0.631432621020497,0.617056587611757,0.78168393969276,0.186928490160549,0.186928490160549,0.244020043490593,0.202304737516005,0.630614649114396,0.0786347008495329,0.921365299150467,0.36963718146295,0.201364904607496,0.948984882938435,0.847517547296116,0.84330356224059,0.277186246748455,0.0267917411303651,0.565161180938878,0.048876335210931
0.472675864086189,0.542411687745312,0.525884683334226,0.781595097363053,0.220386835784417,0.220386835784417,0.221045665122435,0.175265496723657,0.630783139956987,0.112918342050367,0.887081657949633,0.370717517776341,0.172822562401026,0.934936008028673,0.802057259289703,0.840498538969129,0.278875403971385,0.0268457604601897,0.56540596584811,0.033312427552307
0.462243455369765,0.516735717400785,0.514320895122865,0.781404640741548,0.174708187602714,0.174708187602714,0.211213009359932,0.164043082021541,0.628588991931617,0.14696012334855,0.85303987665145,0.375592451513477,0.163064625593847,0.919565297103756,0.785205817114473,0.839053108907133,0.281311926258605,0.0263544694732004,0.561609769616949,0.0248310733908119
0.530346609467167,0.584223724378543,0.578885379302961,0.781680571263197,0.184947958366693,0.184947958366693,0.230594686584098,0.186487911425774,0.631269777126341,0.0804788826072497,0.91952111739275,0.3711067072557,0.182972626498756,0.939734130523944,0.820541882919015,0.84160974561269,0.27726351888137,0.0269835835912532,0.565934589386064,0.0477199135163186
0.0828255252766538,0.0692869603139991,0.0883880293377589,0.779956216029739,0.127259702498841,0.127259702498841,0.187198638555356,0.14822625593131,0.63061225188696,0.177585633521783,0.822414366478217,0.36963718146295,0.147258879420858,0.0,0.0,0.748252157896364,0.284685055776051,0.0267911566924924,0.565158395757604,0.0199083524448709
0.50987178862185,0.570540776275622,0.561700305155522,0.781663448412922,0.210231342969112,0.210231342969112,0.227474709274842,0.185734729231001,0.630622868179888,0.0632161320555068,0.936783867944493,0.369661785395553,0.184789985672272,0.956284028434261,0.81887359759303,0.841395672914898,0.276587320459878,0.0267940829482607,0.565172310230834,0.0610194734924817
0.559791351825672,0.617804186655037,0.599229080785909,0.781731799462792,0.221187476296827,0.221187476296827,0.262078093977498,0.223996384725465,0.630641361077245,0.109683465852405,0.890316534147595,0.369808290630599,0.21693688258804,0.948290618887085,0.84012486694843,0.843297018046987,0.278690597367167,0.0267983502298721,0.565192464154686,0.0343763198756058
0.592258567737532,0.629306585259485,0.62524760426147,0.781751167932775,0.204500442459231,0.204500442459231,0.257161766096247,0.223243202530692,0.63068142902152,0.127550866160776,0.872449133839224,0.370515094512652,0.214388055199457,0.946727776089729,0.839282977826032,0.84356978375696,0.279803816260757,0.026807411380867,0.565234727437055,0.0291292481999568
0.585921123190172,0.655745747928478,0.646233738422828,0.7817817645013,0.239349374236231,0.239349374236231,0.287132457218493,0.231452888453717,0.630619786030328,0.0786347008495329,0.921365299150467,0.36963718146295,0.229356760425307,0.962470975716257,0.863661020066702,0.844325025956141,0.277186059132325,0.0267934110615538,0.565169122178784,0.0488792298290254
0.37064300687369,0.434692542520715,0.41613576743937,0.781254184221097,0.147444271206439,0.147444271206439,0.18540228798336,0.147322437297582,0.630322872289421,0.18115306708589,0.818846932914109,0.380005502334019,0.147055274866149,0.893820689627764,0.726930176306456,0.831838796253763,0.285191740024169,0.0267090911143681,0.564734143202223,0.0194418609106291
0.472334617072101,0.542466201482774,0.525509930938487,0.781651658909454,0.18212464708609,0.18212464708609,0.217831143046232,0.17270467726143,0.632434829659868,0.142122925295523,0.857877074704477,0.37840400999367,0.171517985068999,0.932217514471646,0.80039680771033,0.840436635914315,0.280901444001905,0.0276810900093414,0.567461912566215,0.0257945222583844
0.548188953346658,0.600196249454863,0.603726109534772,0.781635799220265,0.175255994269099,0.175255994269099,0.231729223787463,0.183324546207728,0.63061225188696,0.0373673549596396,0.96263264504036,0.36963718146295,0.182324108287459,0.944521282390464,0.834406996845706,0.84208843087294,0.275742083363345,0.0267911566924924,0.565158395757604,0.101486649321385
0.628040754643397,0.69461404273877,0.680122062208898,0.781976852713452,0.220091862964055,0.220091862964055,0.295074217642053,0.241319575205242,0.63061225188696,0.092269552861505,0.907730447138495,0.36963718146295,0.240411733655079,0.961548906685597,0.879259365486397,0.845661570253584,0.277790532255534,0.0267911566924924,0.565158395757604,0.0413657114139124
0.471457124750158,0.544537723506324,0.521173510359227,0.781568992033945,0.176983692216931,0.176983692216931,0.215089344804765,0.174964223845748,0.631460527937973,0.156997309308583,0.843002690691417,0.377164866478931,0.173983862453812,0.933476694807677,0.802170135903517,0.840653106246434,0.282255735675883,0.0270370837485762,0.566109652824685,0.0230119212910411
0.485107005313703,0.54175752289577,0.539375769580813,0.781591027177332,0.172601238885846,0.172601238885846,0.220762030821594,0.170143857799202,0.635074861988192,0.200653021737159,0.799346978262841,0.390477830738364,0.169165221325692,0.932503578311005,0.796088122469094,0.84006071898893,0.288623551937638,0.0588951957946625,0.570036664431199,0.0171748152937481
0.476088334227076,0.542466201482774,0.527811981369452,0.781629623766067,0.229530993215625,0.229530993215625,0.220951120355488,0.175943360698953,0.63061225188696,0.0563835898056051,0.943616410194395,0.36963718146295,0.174986803408491,0.96006766917259,0.803079248988655,0.840449884339827,0.276345508788453,0.0267911566924924,0.565158395757604,0.0683989177830904
0.507580558670112,0.577518534670737,0.563841747416885,0.781592149987186,0.217352829632127,0.217352829632127,0.239765528977971,0.195074188446185,0.63099752058191,0.140974090757928,0.859025909242072,0.369857498495805,0.189495513158887,0.938581753043702,0.817068949468435,0.841907870263992,0.280808526149215,0.0269193112174432,0.565703373381031,0.0260305287473497
0.495344415736362,0.553805058874836,0.539804058033085,0.781599869304933,0.176478024524883,0.176478024524883,0.224922000567269,0.182722000451909,0.630818755907453,0.16945309429513,0.83054690570487,0.36963718146295,0.180898876404494,0.939549256295592,0.808366756320548,0.841381860724096,0.283631580335696,0.0268378077690312,0.565371433297819,0.0210473292621794
0.519816701603861,0.57522895769734,0.569248889126827,0.781886045466501,0.216088660402006,0.216088660402006,0.232580126689988,0.18716577540107,0.63061225188696,0.0292045832451552,0.970795416754845,0.369653956871543,0.186185053917502,0.940383045499622,0.821191243368079,0.841343753804066,0.275509006506143,0.0267911566924924,0.565158395757604,0.127182819379275
0.485253254034027,0.547372437854339,0.536110070132234,0.781629623766067,0.199654460410434,0.199654460410434,0.2205729412877,0.175114860284703,0.631025259927946,0.0696556519636001,0.9303443480364,0.370460294844581,0.174127139733052,0.945216038122951,0.804851740505929,0.840581465509045,0.276826828458644,0.0269236339291796,0.565719707991369,0.0553500202083554
0.60483595768537,0.647786742259049,0.638363938112319,0.78181839617279,0.19763178964224,0.19763178964224,0.26302354164697,0.220004519093169,0.630651977370173,0.102881156090335,0.897118843909665,0.371469056081309,0.219078500867205,0.955725339439103,0.858141978050989,0.844465028277496,0.278319464262394,0.0268007685116029,0.565203813835645,0.0368393313306894
0.556915126992639,0.619930222416049,0.615022217463462,0.782094888099366,0.210399898866462,0.210399898866462,0.250449087642999,0.198237553664231,0.630635196778126,0.0610696254194758,0.938930374580524,0.370957965299508,0.197262649875575,0.951153079798554,0.843461756639148,0.842823987978284,0.276510254903772,0.0267984209523414,0.565192796804118,0.063159464851637
0.418076341832009,0.466855647623201,0.47234862680015,0.780232707956315,0.191310943491635,0.191310943491635,0.190224071097665,0.135120885742261,0.630149929453021,0.102034646431055,0.897965353568945,0.3746228328968,0.144144483824749,0.9166590380806,0.75993874553412,0.837489599301849,0.278274935214867,0.0266840969140763,0.564590365151153,0.037169027664168
0.519475454589772,0.544755778456171,0.559451790781091,0.781617272857672,0.172980489654882,0.172980489654882,0.218398411647915,0.174060405212021,0.630670127806468,0.0430510626719473,0.956948937328053,0.36963718146295,0.173048789684036,0.934208943109001,0.804137456312248,0.840486063346632,0.275912800570845,0.0268025496824175,0.565212140511924,0.0888366086293201
0.527762882074782,0.574411251635412,0.571550939557792,0.781646325562647,0.194302810669588,0.194302810669588,0.233052850524723,0.189500640204866,0.631078683853646,0.106932309459745,0.893067690540255,0.37221388422284,0.186418822109946,0.937874194515465,0.816620709957144,0.841542220194323,0.278536699325125,0.0269069117796972,0.565655850305328,0.0353401109818469
0.617023351045678,0.645497165285652,0.645002409122544,0.781884220900488,0.246133749104547,0.246133749104547,0.281459771201664,0.248248851397153,0.630660196435665,0.0733440154790338,0.926655984520966,0.370898692189146,0.240675665485258,0.972401851975482,0.854286683387419,0.843645051098197,0.276971725840179,0.026802178750865,0.565210408761667,0.0524957581143986
0.529176619704578,0.600359790667248,0.584346057069436,0.7817459749372,0.211664068096583,0.211664068096583,0.252907251583625,0.202154101077051,0.630639648771935,0.112948574538199,0.887051425461801,0.372057313742638,0.201251790965991,0.954409154522983,0.834857043922916,0.842959244265625,0.278877840620095,0.0267992751657251,0.56519681122675,0.0332990261734214
0.395407790181836,0.44608591365024,0.440494673162375,0.781092499602104,0.152711642998609,0.152711642998609,0.191169518767136,0.150561120735106,0.630461569019602,0.177222843667805,0.822777156332195,0.379989845285998,0.149581479526431,0.891745523992111,0.747624085609402,0.834485130533832,0.284633594507917,0.0267480579786174,0.564944154391964,0.0199583886574488
0.509725539901526,0.59687091146969,0.558327533593875,0.781638465893668,0.193544309131516,0.193544309131516,0.226812895906212,0.196655871055208,0.63083074204463,0.137860144511292,0.862139855488708,0.374826374521062,0.193673176985144,0.941776311215697,0.827171793511616,0.84274746244135,0.280560865680983,0.0268535717803826,0.565439406772938,0.0266960111870145
0.497391897820894,0.549825556040122,0.544836447347288,0.781790325926437,0.180986894778981,0.180986894778981,0.220100217452964,0.175491451382089,0.630700949302064,0.0326208543701061,0.967379145629894,0.370636995815095,0.1744513988387,0.935142238629223,0.807034674091473,0.840620049192097,0.275604344745141,0.0268104342898313,0.56524866863128,0.115103595987785
0.436503680592795,0.482773658962058,0.486214465442475,0.781490816397852,0.159327461969576,0.159327461969576,0.197976741987331,0.15432703170897,0.630335885809783,0.192006530217372,0.807993469782628,0.38009944462214,0.153359475152703,0.922141948340129,0.76720337410665,0.836274092286689,0.286949683329608,0.0267107532012424,0.564743443252349,0.0181221246535245
0.49051820796568,0.570322721325774,0.55313453611007,0.781691378308043,0.176899414268257,0.177742193755004,0.224165642431691,0.17631995179634,0.630724579115355,0.0616440426882728,0.938355957311727,0.370449111238853,0.174971721589624,0.938715659119713,0.81747560215077,0.841304483276475,0.276530201311165,0.0268378509914883,0.565371622325051,0.0625884728089539
0.540535270316385,0.580952900130833,0.602280636008352,0.781783589067313,0.201508575281278,0.201508575281278,0.234943745863666,0.18716577540107,0.630837591265873,0.116092753272667,0.883907246727333,0.375528704960824,0.185823090264686,0.9482736600762,0.820904964069501,0.841945040902599,0.279065246450742,0.0268672337553883,0.565496786187258,0.0323129413525371
0.586164871057378,0.634757959005669,0.623695058621982,0.781793413653536,0.219333361425983,0.219333361425983,0.279379786328827,0.235068162988627,0.630803345159655,0.15841823623666,0.84158176376334,0.377049675339926,0.230291833195083,0.949167607320969,0.841239842028079,0.844545535895609,0.282400794292614,0.0268403971588964,0.565382731592637,0.0227717649038934
0.608735923560669,0.625817706061928,0.630601209914878,0.781921133274442,0.189288272723442,0.189288272723442,0.239765528977971,0.198990735859004,0.630655744441857,0.0349185234452943,0.965081476554706,0.370284712234641,0.197081668049167,0.95198492253059,0.845025456835251,0.842629658076915,0.275670790424052,0.0268008348622645,0.565204124510674,0.108061446780068
0.474040852142544,0.533307893589185,0.523689705016329,0.781550886725047,0.171547764527411,0.171547764527411,0.212914815164981,0.168863448068088,0.640422733935152,0.106569519605768,0.893430480394232,0.373151070382904,0.167860643993666,0.930763202677411,0.794157852517078,0.839910496767797,0.278517752959524,0.0249997401762429,0.577445287454369,0.0354641087749807
0.523472919611953,0.561709550806803,0.553884040901547,0.781709202914477,0.180776199907294,0.180776199907294,0.221707478491065,0.181667545379227,0.630619101108204,0.0190162348459655,0.980983765154035,0.36963718146295,0.180567076389413,0.939710448182923,0.814017845142811,0.840939147638121,0.275236587368358,0.0267922879930953,0.565163784268235,0.1845558558601
0.451664797933018,0.519952027911034,0.513839070614059,0.781531518255064,0.179343474779824,0.179343474779824,0.21026756169046,0.161105671461927,0.630044108984808,0.122592738156423,0.877407261843577,0.371445570509279,0.161646934620315,0.93159298007298,0.789814644144151,0.839554927670662,0.279472522679827,0.0267229705923526,0.564810844697626,0.0304359357094476
0.514795495539414,0.568687309201919,0.560201295572568,0.781740220536697,0.180902616830306,0.180902616830306,0.225961993003687,0.181818181818182,0.6310745743209,0.112071832391087,0.887928167608913,0.373845572298656,0.180137244551693,0.937361642961141,0.814044497691086,0.841391466359634,0.278826539555462,0.0269207034231308,0.565708647227705,0.0335845044395127
0.575439964900307,0.620311818578282,0.60383318164784,0.781712711695272,0.197083982975854,0.197083982975854,0.247140020799849,0.206371921367779,0.63061225188696,0.0815370196813496,0.91846298031865,0.36963718146295,0.205436995701682,0.961108666295489,0.842575409339062,0.843030398978176,0.277308527606912,0.0267911566924924,0.565158395757604,0.0470776829014844
0.497489396967777,0.555549498473615,0.548369827078537,0.781729974896779,0.198516708103325,0.198516708103325,0.22520563486811,0.178730134819613,0.631199230147532,0.120446231520392,0.879553768479608,0.376195247862254,0.177595958072544,0.93607280153901,0.808560924391787,0.841026463058772,0.279333733321348,0.0269920831292904,0.565963396745217,0.031038658887249
0.523131672597865,0.587821631051025,0.570373146314042,0.781619658828612,0.19236441785007,0.19236441785007,0.227474709274842,0.186713866084206,0.630756770455199,0.0627626447380355,0.937237355261965,0.371806800974316,0.178606439936656,0.938690814536521,0.817437850513514,0.841308242000868,0.276570259864886,0.0268299538245063,0.56533683747979,0.0614781709549213
0.475698337639546,0.540503706934147,0.523957385298999,0.781575027136911,0.178247861447052,0.178247861447052,0.218114777347074,0.174436996309407,0.63093622005178,0.146264776128428,0.853735223871572,0.372707081235475,0.173463539702888,0.937229362391241,0.800971687346411,0.840500058715579,0.281251625981804,0.0268616487800926,0.565473497723891,0.0249650617836587
0.54272900112124,0.603794156127344,0.586648107500402,0.781857273463989,0.248367114744427,0.248367114744427,0.26037628817245,0.214807561949236,0.63061225188696,0.0759137769447048,0.924086223055295,0.36963718146295,0.213897896086268,0.957352947150257,0.835103374829484,0.842487637120638,0.277074528488358,0.0267911566924924,0.565158395757604,0.0506802919489473
0.451518549212694,0.519733972961186,0.502703570854971,0.781334044071971,0.189667523492478,0.189667523492478,0.20695849484731,0.165323491752655,0.628511938192627,0.07029053420806,0.92970946579194,0.372474462236319,0.16444461202021,0.929908261747417,0.786248057445615,0.839448924550884,0.276852259349339,0.0263570553599129,0.56164543328717,0.0548215028665594
0.374737971042753,0.433111644134322,0.407891214733123,0.781387658242505,0.160928742994396,0.160928742994396,0.126217263874445,0.113278602093847,0.63022047643183,0.246304078362608,0.753695921637392,0.409079522146894,0.112208732373124,0.915430579067827,0.745141664969552,0.826377400775093,0.306821889829226,0.0266749703888641,0.564535960691088,0.0132435156240439
0.574416223858041,0.618076755342346,0.62642539750522,0.781939940339498,0.179512030677173,0.179512030677173,0.242034603384703,0.198614144761618,0.630976972918179,0.10723463433806,0.89276536566194,0.374971761395535,0.194080386094563,0.940242199053292,0.841791755679091,0.843376527388312,0.278554284880223,0.0268982266305794,0.565621959855058,0.035226104813049
0.45532101594111,0.525076319232447,0.50099041704588,0.781495588339732,0.176772997345245,0.176772997345245,0.20298761463553,0.165624764630564,0.623577759208778,0.154760105209058,0.845239894790942,0.376374185553913,0.164663298393786,0.926272264573372,0.788899468041518,0.839357241492872,0.282035290114865,0.0259367502349048,0.543882438847129,0.0233950261929134
0.481255789011846,0.5361426079372,0.536966647036779,0.78162190444832,0.1944292275926,0.1944292275926,0.21924931455044,0.17074640355502,0.631371488061807,0.0566556821960879,0.943344317803912,0.36963718146295,0.169723248623784,0.932231582999063,0.798547053400628,0.840189703497679,0.27635498326087,0.0272256864072705,0.566626608720481,0.0680696454531836
0.572709988787598,0.610117749672918,0.608812034905509,0.781726746818448,0.199528043487421,0.199528043487421,0.251489080079418,0.20494087519771,0.630668415501157,0.0871300299301629,0.912869970069837,0.370199716831103,0.20262423648292,0.946345316344892,0.841183357434928,0.843018196402845,0.277553992545139,0.0268046134715225,0.565221753721229,0.0439292963493616
